Matricula,Nome,Posto_Graduacao,Situacao,Dias_Afastado,Unidade,Mes_Referencia
182870,Diego Gomes,1º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
185807,Diego Rodrigues,Subtenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
154146,Igor Silva,Subtenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
199858,Gustavo Silva,Subtenente,Férias,5,4º BPM Rondonópolis,2026-01
189448,Rafael Gomes,2º Sargento,Férias,29,4º BPM Rondonópolis,2026-01
186702,Helena Costa,Cabo,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
131254,Juliana Gomes,3º Sargento,Férias,17,4º BPM Rondonópolis,2026-01
142731,Patrícia Santos,1º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
196765,Helena Santos,Soldado,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
174594,Ana Gomes,2º Tenente,Afastado,16,4º BPM Rondonópolis,2026-01
161223,Diego Oliveira,2º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
136403,Fernanda Oliveira,1º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
129686,Gustavo Gomes,Soldado,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
115654,Ana Pereira,Cabo,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
153123,Bruno Pereira,3º Sargento,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
113429,Fernanda Oliveira,Cabo,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
184699,Fernanda Rodrigues,2º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
147018,Marcos Oliveira,2º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
173674,Marcos Souza,Capitão,Curso,25,4º BPM Rondonópolis,2026-01
145533,Igor Martins,2º Sargento,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
120662,Juliana Martins,Soldado,Afastado,16,4º BPM Rondonópolis,2026-01
162345,Ana Martins,Cabo,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
111265,Helena Almeida,1º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
150958,Ana Souza,2º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
163299,Gustavo Pereira,1º Sargento,Curso,21,4º BPM Rondonópolis,2026-01
159384,Igor Santos,1º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
176132,Marcos Souza,1º Tenente,Férias,24,4º BPM Rondonópolis,2026-01
156621,Patrícia Silva,2º Sargento,Curso,30,4º BPM Rondonópolis,2026-01
116433,Diego Costa,Subtenente,Afastado,20,4º BPM Rondonópolis,2026-01
154837,Patrícia Costa,Soldado,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
188144,Igor Santos,1º Tenente,Apto ao serviço,0,4º BPM Rondonópolis,2026-01
